,,,,,,,,,,,,Pitch,Rhythm,Stress,Emphasis,Tempo,Volume,Censorship,Spelling,Alternant,Differentiator,Alphahaptics,Alphakinesics,Formatting,Tactile_Emoticon,Bodily_Emoticon,Nonbodily_Emoticon,Tactile_Emoji,Bodily_Emoji,Nonbodily_Emoji,Emoji_Count,Emoji_Index,Emoticon_Index,TPL_Index
918,2019-11-15 19:52:55,"So, it's basically Christmas Eve. https://t.co/x0u2nPHAmL",1297,12,30,302,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
919,2019-11-15 17:28:53,"The Pokémon Sword and Pokémon Shield Double Pack SteelBook is available now, only at Target. A new adventure awaits! https://t.co/gyTzoJBTv5 #PokemonSwordShield https://t.co/6em3VwMqLy",2209,37,40,143,Target,2163167,2598,0.4636363636363636,0.14261363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
920,2019-11-15 16:08:30,"New adventure, new partner Pokémon! Who will you choose? https://t.co/UyWX0eML8w\n#PokemonSwordShield",478,26,106,75,Target,2163167,2598,0.45454545454545453,0.15340909090909088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
921,2019-11-14 22:32:46,.@TiffanyHaddish and @Casey share must-haves for your next adventure. Watch here: https://t.co/qDxXo77kmX ❤ #LetsTarget https://t.co/o4mNLXycvp,5587,48,125,496,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.0,1.0,0,1.0
922,2019-11-14 19:12:18,When do you put up your tree? 🎄,86,7,33,21,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.0,1.0,0,1.0
923,2019-11-13 22:37:47,Saturday Nov. 23 &amp; Sunday Nov. 24 only!​ Free $10 Target GiftCard when you spend $50 on food and beverages. Exclusions apply.,448,11,16,59,Target,2163167,2598,0.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0
924,2019-11-13 21:47:22,Saturday Nov. 23 &amp; Sunday Nov. 24 only!​ Free $10 Target GiftCard when you spend $50 on food and beverages. Exclusions apply.,1140,38,30,171,Target,2163167,2598,0.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
925,2019-11-13 18:22:12,25% off Disney Frozen toys. Find more Target Circle Kids' Daily Deals through November 27!,3,0,1,1,Target,2163167,2598,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
926,2019-11-13 16:53:00,Hey YOU. Have a great day.,4753,173,179,962,Target,2163167,2598,0.75,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0
927,2019-11-12 23:27:42,"For all the Master Builders on your list, don’t miss this week’s incredible LEGO offer.",10,0,3,0,Target,2163167,2598,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
928,2019-11-11 18:20:52,"We don’t know who needs to hear this, but we're thinking of you.",2958,153,143,480,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
929,2019-11-08 20:46:00,Your Tenleytown Target is now open! Pop in anytime for a quick &amp; easy #TargetRun.,145,8,7,10,Target,2163167,2598,0.6111111111111112,0.25555555555555554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
930,2019-11-08 20:44:21,Your Lawndale Target is now open! Pop in anytime for a quick &amp; easy #TargetRun.,162,14,20,25,Target,2163167,2598,0.6111111111111112,0.25555555555555554,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
931,2019-11-08 20:42:13,Your DC New York Ave NE Target is now open! Pop in anytime for a quick &amp; easy #TargetRun.,122,32,5,23,Target,2163167,2598,0.571969696969697,0.22575757575757577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
932,2019-11-08 20:35:54,Your Spring Valley Jamacha Road Target is now open! Pop in anytime for a quick &amp; easy #TargetRun.,64,7,4,10,Target,2163167,2598,0.6111111111111112,0.25555555555555554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
933,2019-11-08 20:34:07,Your SF Folsom &amp; 13th St Target is now open! Pop in anytime for a quick &amp; easy #TargetRun.,71,6,7,10,Target,2163167,2598,0.45833333333333337,0.19166666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
934,2019-11-08 20:31:33,Your Seattle Ballard Target is now open! Pop in anytime for a quick &amp; easy #TargetRun.,65,5,12,2,Target,2163167,2598,0.6111111111111112,0.25555555555555554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
935,2019-11-08 20:26:33,I’m just a\n🔘 Store\n\nTrying to\n🔘 Keep up with the latest memes\n🔘 Be relatable and cheeky \n\nSo that I can\n🔘  Stay trendy\n🔘  Be loved by all,1198,12,63,102,Target,2163167,2598,0.8500000000000001,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5,5.0,5.0,0,5.0
936,2019-11-08 16:00:55,"Friday &amp; Saturday only, Black Friday Preview Sale! Shop over 100 deals in store and online. Exclusions apply. https://t.co/edNtcBBNVr https://t.co/hq2sN51Mpm",97,5,25,31,Target,2163167,2598,0.7166666666666667,-0.10416666666666666,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0
937,2019-11-07 19:59:59,Self-partnered and ready for a #TargetRun.,327,8,13,53,Target,2163167,2598,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
938,2019-11-07 17:25:43,The @tryguys and @hansonmusic share tricks and tips for dads and dudes at Target. Watch here: https://t.co/jme6oPKioT 🎶 #LetsTarget https://t.co/lfCmrtMmDp,2968,30,63,347,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.0,1.0,0,1.0
939,2019-11-06 23:02:20,The perfect HoliDeals for all the game changers.,12,1,0,2,Target,2163167,2598,0.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
940,2019-11-06 18:24:43,Forge a path to greatness with the Pokémon Sword &amp; Shield Double Pack with Exclusive SteelBook.,48,2,3,2,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
941,2019-11-06 18:23:59,Forge a path to greatness with the Pokémon Sword &amp; Shield Double Pack with Exclusive SteelBook.,1,0,0,0,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
942,2019-11-06 18:19:37,"Saturday Nov. 16 &amp; Sunday Nov. 17 only! 25% off home decor, bedding, bath, furniture &amp; more.  Exclusions apply.",685,14,18,81,Target,2163167,2598,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
943,2019-11-06 18:12:41,"Saturday Nov. 16 &amp; Sunday Nov. 17 only! 25% off home decor, bedding, bath, furniture &amp; more.  Exclusions apply.",1673,57,39,193,Target,2163167,2598,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
944,2019-11-04 18:27:48,".@emmachamberlain and @mrbradgoreski talk coffee, fleece and style. Check out their haul here: https://t.co/fACXnPxLdq ❤ #LetsTarget https://t.co/RpB4vFFd9I",2251,11,55,181,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.0,1.0,0,1.0
945,2019-11-03 16:00:12,We have so many clocks to change...,1733,16,43,132,Target,2163167,2598,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
946,2019-11-01 15:48:33,Me today: \n\nMy headphones: \nHoliday music \n0:20 ━❍──────── -1:30\n            ↻     ⊲  Ⅱ  ⊳     ↺\nVolume: ▁▂▃▄▅▆▇ 100%,1179,22,34,312,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
947,2019-10-31 17:28:33,"Friday &amp; Saturday only, Black Friday Preview Sale! Shop over 100 deals in store and at https://t.co/5EJJz0YRBF. Exclusions apply.",2741,63,96,363,Target,2163167,2598,0.7166666666666667,-0.10416666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
948,2019-10-31 15:41:51,Wanna be our boo?,1638,97,170,193,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
949,2019-10-30 21:55:17,It's getting spicy on this Target Run with @TiffanyHaddish  and @seanseaevans. 🌶 Watch the full video here: https://t.co/UxbN9Pcati https://t.co/EWSXQEAtUW,4386,32,94,473,Target,2163167,2598,0.55,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.0,1.0,0,1.0
950,2019-10-30 16:32:15,Me planning my outfits for the week. https://t.co/7F8kuhx3U0,2432,33,31,351,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
951,2019-10-30 16:02:13,The perfect HoliDeal for all the show streamers.,17,0,1,1,Target,2163167,2598,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
952,2019-10-28 15:49:21,Do I need anything from Target?\n           _____|_____\n          |                  |\n       No                Yes\n          |                   |\nGo to Target    Go to Target,8342,267,180,2002,Target,2163167,2598,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0
953,2019-10-28 15:14:59,"Rock your block with BOGO 50% off bagged candy. However you Halloween, Target's the place to #TrickAndTreat",127,1,4,10,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0
954,2019-10-28 15:12:06,"Rock your block with BOGO 50% off bagged candy. Restrictions may apply. Offer good 10/27-10/31. However you Halloween, Target's the place to #TrickAndTreat",99,4,2,13,Target,2163167,2598,0.6000000000000001,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
955,2019-10-25 21:38:49,"Oh, you love Target? Name every aisle.",3246,85,215,578,Target,2163167,2598,0.6,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
956,2019-10-25 19:01:54,Shopping at Target with @AshBenzo and @MichellePhan is a mood. 😍 Watch the full video: https://t.co/Qi20ztseo8 https://t.co/NoEVjK1MLS,1839,15,68,224,Target,2163167,2598,0.55,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,1.0,1.0,0,1.0
957,2019-10-25 17:40:01,"""Where do you see yourself in the future?""\nMe: BOGO 50% off Halloween Candy.\n#LetsTarget",34750,684,798,3093,Target,2163167,2598,0.125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
958,2019-10-25 17:00:20,Trick-or-treat with @pawpatrol tomorrow 10/26 from 10am - 1pm! Find a participating store: https://t.co/63Xfi6d4Dc https://t.co/cKmD1cFwOB,70,6,17,26,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
959,2019-10-24 17:53:05,Loving Target *is* a personality trait.,1633,34,37,468,Target,2163167,2598,0.95,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
960,2019-10-23 20:45:10,Freshen up your routine with a great deal on personal care this week at Target.,47,0,0,1,Target,2163167,2598,0.525,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
961,2019-10-23 19:57:08,.@emmachamberlain and @angelakinsey are us every time we're on a Target Run. ❤ 🛒 Watch the full video here: https://t.co/Fa31t6EjDS https://t.co/kiyMA2qTUI,5115,91,72,422,Target,2163167,2598,0.55,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,2.0,2.0,0,2.0
962,2019-10-23 16:44:52,Why go to a haunted house when you can run into people from high school at Target?,7954,389,88,2325,Target,2163167,2598,0.5399999999999999,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
963,2019-10-22 16:53:24,You've got this! #LetsTarget https://t.co/4DWuhoRaTt,116,1,11,17,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
964,2019-10-21 22:25:34,Interviewer: Where do you see yourself in 5 years?\nMe: https://t.co/QfYkOck76j,796,4,18,146,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
965,2019-10-21 17:29:07,Target Shopping Pyramid\n\n           /     \\n         /         \\n       /             \\n      /Starbucks\\n        —-——-\n    /    buying     \\n   /     candles     \\n   ——————\n /    forget what    \\n/     you came for   \\n ————————,8553,175,123,1648,Target,2163167,2598,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.0
966,2019-10-20 17:21:21,Ready for some Target fun? #LetsTarget,2632,72,256,293,Target,2163167,2598,0.35,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
967,2019-10-18 20:09:22,Your Oxon Hill Target is now open! Pop in anytime for a quick &amp; easy #TargetRun.,324,67,24,102,Target,2163167,2598,0.6111111111111112,0.25555555555555554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
968,2019-10-18 20:09:06,Your Oakland Broadway &amp; 27th Target is now open! Pop in anytime for a quick &amp; easy #TargetRun.,117,29,12,18,Target,2163167,2598,0.6111111111111112,0.25555555555555554,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
969,2019-10-18 20:08:09,Your Hyannis Cape Cod Target is now open! Pop in anytime for a quick &amp; easy #TargetRun.,158,5,17,18,Target,2163167,2598,0.6111111111111112,0.25555555555555554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
970,2019-10-18 20:07:53,Your LA Mid City Target is now open! Pop in anytime for a quick &amp; easy #TargetRun.,76,18,15,10,Target,2163167,2598,0.45833333333333337,0.19166666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
971,2019-10-18 20:07:37,"Your Goleta Target is now open! Pop in anytime for an easy fridge restock, plus something new just for you.",15,2,3,2,Target,2163167,2598,0.595959595959596,0.1898989898989899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
972,2019-10-18 20:07:14,"Your Columbus New Albany Target is now open! Pop in anytime for an easy fridge restock, plus something new just for you.",11,2,2,0,Target,2163167,2598,0.5606060606060607,0.1765151515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
973,2019-10-17 20:20:18,It's almost Friday so... #LetsTarget https://t.co/ByGt4itVmT,260,10,20,38,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
974,2019-10-17 17:19:23,"Rock your block with BOGO 50% off bagged candy. However you Halloween, Target's the place to #TrickAndTreat",113,2,1,5,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
975,2019-10-17 17:18:50,"Save $5 when you spend $30 on Halloween costumes &amp; décor. However you Halloween, Target's the place to #TrickAndTreat",61,0,2,3,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
976,2019-10-16 21:36:29,The perfect reward for cleaning day. Stock up this week at Target.,66,0,2,1,Target,2163167,2598,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0
977,2019-10-16 19:07:33,Don’t ghost us.,1303,72,143,166,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
978,2019-10-15 19:06:47,My only talent: \n\n   💕💘💘💖💖💖💘💕💕💖💘💕\n 💕💖 tweeting about Target 💕💕\n      💕💖💕💖💕💖💕💖💕💖💘💕,1435,11,40,187,Target,2163167,2598,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,23,28.0,23.0,0,23.0
979,2019-10-14 18:30:02,Target is a vibe check.,1958,74,92,455,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
980,2019-10-13 17:05:05,We miss you! 😍 Are you stopping by your happy place? #LetsTarget,1967,124,376,229,Target,2163167,2598,1.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,1.0,1.0,0,1.0
981,2019-10-13 16:51:59,"Save on Halloween costumes &amp; accessories. Restrictions may apply. Offer good 10/13-10/19. However you Halloween, Target's the place to #TrickAndTreat",16,0,1,2,Target,2163167,2598,0.6000000000000001,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
982,2019-10-11 21:23:48,"Is your child texting about Target?\n\nOMG: Oops Might Get\nOFC: One Fall Candle\nGTG: Going To Get\nNBD: Nah, Better Drive-Up\nSMDH: Self-checkout Might Deliver Humor\nLOL: Loving Our List",615,14,25,107,Target,2163167,2598,0.725,0.55,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0
983,2019-10-11 17:06:22,Get wrapped up in soft sweaters and fleece-lined jean jackets.,4592,186,95,313,Target,2163167,2598,0.35,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
984,2019-10-11 17:03:18,Fall must-have: a cool trench that pairs perfectly with the neutral trend.,618,40,30,19,Target,2163167,2598,0.825,0.675,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
985,2019-10-11 17:01:00,"Go monochrome with a sweater set— that you can mix and match, too.",536,36,45,20,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
986,2019-10-09 18:05:37,"25% off costumes for the fam (dogs included). However you Halloween, Target's the place to #TrickAndTreat",7785,67,286,446,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
987,2019-10-09 17:01:29,Are you here yet? Prove it! #LetsTarget https://t.co/kZhsKqVpPV,306,8,21,27,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
988,2019-10-08 20:38:49,Love to see it. https://t.co/sRA6VSNmss,602,3,6,39,Target,2163167,2598,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
989,2019-10-08 16:45:52,That solves it. https://t.co/JOMWCBJDbO,1726,59,50,317,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
990,2019-10-08 15:59:03,"At buy one, get one 50% off you can get boots in every style, this week only at Target!",202,14,1,15,Target,2163167,2598,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
991,2019-10-08 15:57:54,"At buy one, get one 50% off you can get boots in every style, this week only at Target!",3,1,0,1,Target,2163167,2598,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0
992,2019-10-07 20:36:14,"Your Target run just got more rewarding! Introducing #TargetCircle. Join free &amp; get deals, help support your community &amp; more. https://t.co/v7gTLnVIKZ https://t.co/fXEEsa0PBx",242,7,22,71,Target,2163167,2598,0.7,0.50625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
993,2019-10-07 15:31:57,"Rock your block with BOGO 50% off bagged candy. Restrictions may apply. Reg. $7.99, offer good 10/6-10/12.\nHowever you Halloween, Target's the place to #TrickAndTreat",4,0,0,1,Target,2163167,2598,0.6000000000000001,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
994,2019-10-07 15:25:55,"Save $5 when you spend $30 and go all out this year! Restrictions may apply. Select décor, costumes &amp; accessories. Offer good 9/29-10/12. However you Halloween, Target's the place to #TrickAndTreat",5,0,0,0,Target,2163167,2598,0.6000000000000001,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
995,2019-10-06 17:17:09,What’s your favorite treat? #LetsTarget 🎯,1788,34,263,237,Target,2163167,2598,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.0,1.0,0,1.0
996,2019-10-06 16:59:01,Introducing Good &amp; Gather. Favorite flavors and select staples for every way you gather. https://t.co/d0d6zK9Ox4 https://t.co/cwKROlnXB2,141,3,9,47,Target,2163167,2598,0.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
997,2019-10-06 07:02:06,"#TargetCircle is here! Join free &amp; get hundreds of deals, help support your community &amp; so much more.",10,0,1,0,Target,2163167,2598,0.65,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
998,2019-10-06 06:55:43,It's officially here! Introducing #TargetCircle. Join free &amp; get in on all the benefits. (cue happy dance.),41,0,2,16,Target,2163167,2598,0.9,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.0
999,2019-10-06 06:39:54,"Your Target run just got more rewarding! Introducing #TargetCircle. Join free &amp; get deals, help support your community &amp; more. https://t.co/vHi6hlvrla",584,13,26,75,Target,2163167,2598,0.7,0.50625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1000,2019-10-06 02:46:10,"Want a more rewarding Target run? Join #TargetCircle free &amp; get hundreds of deals, help support your community &amp; more!",9716,167,432,906,Target,2163167,2598,0.7,0.50625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1001,2019-10-04 17:18:13,Us at self-checkout: 🥴\nWill Smith at self-checkout: 🤩\n#LetsTarget https://t.co/BJI0dobXU2,668,28,35,163,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0.0,2.0,2.0,0,2.0
1002,2019-10-03 23:12:53,"Whether you’re like a Jedi, a Sith Lord, or a scavenger from Jakku, celebrate your favorite #StarWars moments with Target. #ShareTheForce",2466,89,205,192,Target,2163167,2598,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1003,2019-10-03 21:19:47,"Get a peek behind the Target Incubator accelerator program, where the next generation of innovators, like the founders of the Trill Project, are learning to take their change-making ideas to the next level.",940,12,25,50,Target,2163167,2598,0.2333333333333333,-0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1004,2019-10-03 21:17:21,"From juice pulp to healthy, tasty snacks, hear how the Target Incubator accelerator program helped the founder of Pulp Pantry grow her better for people, better for the planet business.",1072,9,19,36,Target,2163167,2598,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1005,2019-10-03 19:53:19,"Whether you’re like a Jedi, a Sith Lord, or a scavenger from Jakku, celebrate your favorite #StarWars moments with Target. #ShareTheForce ✨ https://t.co/XyMyJb8sQu https://t.co/xdiTVfA3FU",191,19,19,41,Target,2163167,2598,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.0,1.0,0,1.0
1006,2019-10-03 16:47:44,I'm not like a regular store. I'm a cool store. #LetsTarget,1727,42,47,380,Target,2163167,2598,0.3634615384615385,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1007,2019-10-02 22:07:23,Our big beauty event is here! And it’s only at Target. Plan your haul now.,78,3,2,6,Target,2163167,2598,0.55,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1008,2019-10-02 22:03:30,Our big beauty event is here! And it’s only at Target. Plan your haul now.,2,0,0,0,Target,2163167,2598,0.55,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1009,2019-10-02 19:31:51,"Rock your block with BOGO 50% off bagged candy. However you Halloween, Target's the place to #TrickAndTreat",81,4,3,2,Target,2163167,2598,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1010,2019-10-02 16:57:16,You can only have two:\n\n1. Halloween socks\n2. Pumpkin spice candle\n3. Full cart of candy\n4. Self-control,1163,111,159,153,Target,2163167,2598,0.775,0.175,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
