,,,,,,,,,,,,Pitch,Rhythm,Stress,Emphasis,Tempo,Volume,Censorship,Spelling,Alternant,Differentiator,Alphahaptics,Alphakinesics,Formatting,Tactile_Emoticon,Bodily_Emoticon,Nonbodily_Emoticon,Tactile_Emoji,Bodily_Emoji,Nonbodily_Emoji,Emoji_Count,Emoji_Index,Emoticon_Index,TPL_Index
215,2019-09-12 21:46:14,iPhone 11. An essential upgrade. Trade up to get the new iPhone 11 for 50% off with eligible iPhone trade-in.,76,4,6,4,T-Mobile,1488936,12594,0.37727272727272726,0.06818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0
216,2019-09-12 21:44:22,Colorful. Powerful. Essential. Trade up to get the new iPhone 11 for 50% off with eligible iPhone trade-in.,871,37,19,70,T-Mobile,1488936,12594,0.5386363636363636,0.18409090909090908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
217,2019-09-12 21:42:19,"Experience the amazing iPhone 11 on T-Mobile's newest, most powerful signal. Trade up to get the new iPhone 11 for 50% off with eligible iPhone trade-in.",1551,85,87,178,T-Mobile,1488936,12594,0.7136363636363636,0.38409090909090915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
218,2019-09-12 21:41:04,iPhone 11. An essential upgrade. Trade up to get the new iPhone 11 for 50% off with eligible iPhone trade-in.,642,28,51,74,T-Mobile,1488936,12594,0.37727272727272726,0.06818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
219,2019-09-12 21:39:26,Colorful. Powerful. Essential. Trade up to get the new iPhone 11 for 50% off with eligible iPhone trade-in.,52,2,2,4,T-Mobile,1488936,12594,0.5386363636363636,0.18409090909090908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
220,2019-09-12 20:17:43,"If the T-Mobile &amp; Sprint merger is approved, New T-Mobile’s 5G will usher in a new age of emergency response. Key info: https://t.co/xw77de97xn",297,7,30,72,T-Mobile,1488936,12594,0.6363636363636364,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
221,2019-09-10 22:12:25,"Which iPhone 11 color will you choose? Six stunning new colors, including purple, green, yellow, black, white and PRODUCT (RED) available at T-Mobile on 9/20.",614,38,250,133,T-Mobile,1488936,12594,0.3234848484848485,0.08371212121212121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
222,2019-09-10 20:00:00,"Game night just got even better 😎\n\nThis week, get a free 1-night disc rental from @Redbox 🎮 Check the #TMobileTuesdays app to level up your night.",67,1,6,7,T-Mobile,1488936,12594,0.5666666666666668,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,1,1,2.0,2.0,0,6.0
223,2019-09-10 19:49:28,"Wishing you all a very happy ‘new phone who dis?’ season! \nhttps://t.co/j0L12kw4eU\n\nLove,\nThe Network That Built 25,000 Network Towers For All Those New Phones.",4422,128,193,367,T-Mobile,1488936,12594,0.6363636363636364,0.43560606060606055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
224,2019-09-10 18:00:01,"When life gives you Tuesday, we give you @TacoBell 😍\n\nChoose between a FREE 🌯Grilled Breakfast Burrito🌯 🌮Crunchy Nacho Cheese Doritos® Locos Taco🌮 or 🥤Mountain Dew® Baja Blast™ Freeze🥤 all week long, from #TMobileTuesdays.",143,8,14,32,T-Mobile,1488936,12594,0.6000000000000001,0.17500000000000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,9,10.0,10.0,0,11.0
225,2019-09-09 19:15:50,Do you text with your thumbs or tap with your index finger? ...or other?,532,68,728,39,T-Mobile,1488936,12594,0.375,-0.125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
226,2019-09-06 20:03:21,South Texas Ideas hosts an annual festival in the Rio Grande Valley to create a dialogue with community leaders around culture &amp; identity. \n\nBecome a changemaker (ages 13-23) in your community! Applications now open for the 2019 #TMoChangemaker Challenge in partnership w/ @Ashoka,141,12,64,36,T-Mobile,1488936,12594,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
227,2019-09-05 19:07:56,Reply to this with a haiku and we'll tell you what your phone wallpaper should be.,359,18,669,37,T-Mobile,1488936,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
228,2019-09-05 15:17:33,"Boomers, we're looking at you 😉 \n \nTomorrow we're launching the best deal ever for our 55+ customers for a limited time! Boomers and beyond can take advantage of 2 lines for $55, which includes unl talk, text &amp; high-speed data.",186,17,45,32,T-Mobile,1488936,12594,0.22142857142857142,0.45535714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,1.0,1.0,0,1.0
229,2019-09-04 18:47:25,"We're with you, Bahamas. Stay safe. Stay strong!\n\nWe're waiving voice, text and data roaming fees from Aug 30th through Sept 14th. Calls and texts are also free from the U.S. to the Bahamas through Sept 14th. #HurricaneDorian",383,21,17,103,T-Mobile,1488936,12594,0.65,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
230,2019-09-03 20:59:47,"In honor of this week’s #TMobileTuesdays free cap giveaway, we have a serious question 👀 What’s the best kind of hat?",104,5,44,19,T-Mobile,1488936,12594,0.6666666666666667,0.41666666666666663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,1.0,1.0,0,1.0
231,2019-09-03 20:00:00,Heads up 👀 We’re giving away FREE T-Mobile baseball caps this week.\n\nCheck the app to claim yours in-store and keep the #TMobileTuesdays fun going 🧢,247,11,75,41,T-Mobile,1488936,12594,0.5,0.35,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,1,1,2.0,2.0,0,6.0
232,2019-09-03 18:32:28,The king has arrived 👑 \n\nWe’re teaming up with @BurgerKing to bring you a FREE Whopper® this week 🙌 Download the #TMobileTuesdays app and claim yours today.,343,17,127,60,T-Mobile,1488936,12594,0.8,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,3.0,3.0,0,4.0
233,2019-09-02 23:13:58,"Our teams are still out helping our communities prepare for Hurricane Dorian. We're also supporting Text2Give. To donate $10 to the American Red Cross, text DORIAN to 90999. Message &amp; data rates may apply. More info: https://t.co/efoS8ALewb",244,7,8,76,T-Mobile,1488936,12594,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
234,2019-09-02 02:36:48,"Good vibes electrified ⚡️  \n\nMore music w/ @AboveandBeyond, more dancing w/ @DanielleeRodas &amp; @KIDDAVIDrr, &amp; more of what you 💖 from #EZoo2019 🎶 #EZooWithUs https://t.co/9XkFtaSF84",121,3,3,22,T-Mobile,1488936,12594,0.5333333333333333,0.5666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,2.0,2.0,0,2.0
235,2019-09-01 22:01:25,"As Hurricane #Dorian is expected to affect Florida and the Carolinas, we're making sure our community is taken care of. Stay safe.",427,10,14,58,T-Mobile,1488936,12594,0.5962962962962962,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
236,2019-09-01 18:19:12,"When you want MORE music, we go Above &amp; Beyond! 🤘\n\nEDM legends @AboveandBeyond lit up #EZoo2019 in magenta 🎶 #EZooWithUs https://t.co/sFUm0HIfrY",297,5,20,54,T-Mobile,1488936,12594,0.3,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2.0,2.0,0,3.0
237,2019-08-31 03:38:02,"Music festival perks....@ElectricZooNY style! 💃🕺\n\nFrom customer fast lane entry to our Club Magenta viewing deck, we're bringing you closer to the music you love from #EZoo2019 w/ @DanielleeRodas &amp; @KIDDAVIDrr! 🔥 #EZooWithUs https://t.co/jRAK36Euuc",96,0,8,15,T-Mobile,1488936,12594,0.6,0.4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,3.0,3.0,0,3.0
238,2019-08-31 00:24:03,We’re continuing to keep a close eye on #HurricaneDorian and will update our newsroom with new info as we have it. Stay safe!,297,4,13,42,T-Mobile,1488936,12594,0.4772727272727273,0.3806818181818182,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0
239,2019-08-30 19:56:16,"Our network takes you farther than ever before, and we're going further in every way for our customers... including to your local @BurgerKing 🍔\n\nHold on to your 👑's because we're teaming up to bring you a free Whopper® through #TMobileTuesdays! More details in our app!",200,7,30,37,T-Mobile,1488936,12594,0.45,0.28125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3,3.0,3.0,0,4.0
240,2019-08-30 03:00:00,"Urban Beet creates urban farms to provide fresh vegetables to homeless youth. Since the 2018 #TMoChangemaker Challenge in partnership w/ @Ashoka, they've grown and delivered 1,500+ lbs. of food!\n\nBecome a Changemaker today and make a difference in your community! Ages 13-23",139,2,6,26,T-Mobile,1488936,12594,0.16666666666666666,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
241,2019-08-29 22:43:54,Today we’re unveiling our newest and most powerful signal: 600MHz. No signal goes farther — and it’s only available at T-Mobile. #AreYouWithUs https://t.co/8xGGpAQ8nF,662,19,223,106,T-Mobile,1488936,12594,0.725,0.30000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
242,2019-08-28 21:30:42,Next Tuesday we're bringing the fire 🔥 Think you can guess what's coming? #TMobileTuesdays https://t.co/0wPofqccGF,657,39,445,77,T-Mobile,1488936,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.0,1.0,0,1.0
243,2019-08-27 22:59:20,What do you always pack for your tropical vacay?,124,4,72,27,T-Mobile,1488936,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
244,2019-08-27 22:00:10,Them: @aclfestival tickets are selling out... 😳\nYou: Good thing I'm with T-Mobile 😁\n\nCustomers get exclusive ACL Festival tickets and access to our magenta lounge 🙌,118,3,7,17,T-Mobile,1488936,12594,0.6000000000000001,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0.0,3.0,3.0,0,4.0
245,2019-08-27 20:32:00,Don't miss out!\n\nWin 7 nights in Hawaii—with spending money included—brought to you by #TMobileTuesdays and @bookingcom 🎉 RT to enter⛱,1263,360,317,3204,T-Mobile,1488936,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,2,2.0,2.0,0,3.0
246,2019-08-27 19:00:00,"There’s always room for dessert 😋\n\nThis week, take $2 off your @BaskinRobbins order and treat yourself 🍦 Grab your promo card in the #TMobileTuesdays app today.",175,5,12,32,T-Mobile,1488936,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2.0,2.0,0,2.0
247,2019-08-27 11:00:00,Every season is vacation season ⛱\n\nEnter on Twitter to win 7 nights in Hawaii—with spending money included—brought to you by #TMobileTuesdays and @bookingcom 🎉,13128,5014,11887,31117,T-Mobile,1488936,12594,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,2.0,2.0,0,2.0
248,2019-08-22 00:03:22,"Mom just texted you, ""see you soon.""\n\nYour last saved image is your reaction. What is it?",614,54,1096,46,T-Mobile,1488936,12594,0.06666666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
249,2019-08-21 19:05:00,Copper Cuties is a team from the 2018 T-Mobile Changemaker Challenge in partnership w/ @Ashoka. They’re making an impact on the world by creating jewelry and donating the proceeds.\n\nMake an impact in your community! Applications are now open (ages 13-23)\n#TMoChangemaker,130,5,15,33,T-Mobile,1488936,12594,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
250,2019-08-20 21:41:49,What’s your go-to wing dip?,94,5,46,14,T-Mobile,1488936,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
251,2019-08-20 20:00:00,Sunshine is just a road trip away 😎\n\nGet $0.10 off per gallon for your summer adventures from @Shell_OnTheRoad and #TMobileTuesdays.,78,1,7,12,T-Mobile,1488936,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,1.0,1.0,0,1.0
252,2019-08-20 19:10:29,"If you thought we’d let you miss @PostMalone, you haven’t been paying attention. \n\nGet Reserved Tickets to Post Malone, Jonas Brothers, and hundreds of other shows before they’re gone! https://t.co/JpDl8Y4ZkT",79,2,11,14,T-Mobile,1488936,12594,0.375,-0.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
253,2019-08-20 18:00:00,Free wings and #TMobileTuesdays go together like pizza and parties.\n\nGet your free 8-count bone-out wings with purchase of a $7.99 large 2-topping pizza from @PizzaHut.,200,8,48,50,T-Mobile,1488936,12594,0.6761904761904761,0.33809523809523806,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0
254,2019-08-19 19:19:29,"If you’re between the ages of 13-23 years old &amp; US-based, we want to hear YOUR bright ideas on how to make a change in the world! #TMoChangemaker",10,0,2,0,T-Mobile,1488936,12594,0.5,0.48750000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
255,2019-08-18 23:53:32,"So proud of every player who gave it their all at the first-ever T-Mobile @LittleLeague Home Run Derby! We're donating $358k from all the home runs these champs hit, which helps more kids play America's Game. ⚾️🥎\n\nThanks to everyone who watched and supported! #LLHomeRunDerby 👏 https://t.co/fKsmXdmoak",1256,18,24,109,T-Mobile,1488936,12594,0.6333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2.0,2.0,0,2.0
256,2019-08-16 22:58:14,"While our EVP of Consumer Markets @JonFreier's summer is filled with binging The Sopranos, we're watching one of our fave documentaries on @Netflix. \n\nCan you guess which one? Drop a 😮 in the comment section when you guess it! Don't give it away! https://t.co/rmFDDbJdam",76,0,33,11,T-Mobile,1488936,12594,0.9,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,1.0,1.0,0,1.0
257,2019-08-16 19:07:40,"Don’t mind us, just continuing on with becoming our best selves 💁 providing coverage for 21 million MORE Americans in the last 3 years. https://t.co/aO9Dla2kN2",180,2,30,29,T-Mobile,1488936,12594,0.4291666666666667,0.4875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,1.0,1.0,0,2.0
258,2019-08-16 18:56:45,Say hello to the future of baseball and softball 😎\n\nWatch the first-ever T-Mobile @LittleLeague Home Run Derby August 18th on @ESPN! #LLHomeRunDerby https://t.co/gJ6jxPAz4M,360,10,10,53,T-Mobile,1488936,12594,0.125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,1.0,1.0,0,1.0
259,2019-08-16 02:45:03,Swing for the fences! 🥎⚾\n\nWatch the first-ever T-Mobile @LittleLeague Home Run Derby August 18th on @ESPN! #LLHomeRunDerby https://t.co/Epj6swBa0Q,51,1,4,5,T-Mobile,1488936,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,2.0,2.0,0,2.0
260,2019-08-16 02:43:57,Swing for the fences! 🥎⚾\n\nWatch the first-ever T-Mobile @LittleLeague Home Run Derby August 18th on @ESPN! #LLHomeRunDerby https://t.co/B2feLxO3Oa,157,4,4,11,T-Mobile,1488936,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,2,2.0,2.0,0,5.0
261,2019-08-15 23:41:39,That peeling feeling tho 📱🤤 Sound on for this one 🔊\n\n#OddlySatisfying #StressRelief #Satisfaction #ASMRsound https://t.co/d5uWKfpiI3,362,9,60,41,T-Mobile,1488892,12594,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,3.0,3.0,0,3.0
262,2019-08-15 15:39:43,"We always put our consumers first. No 👏 joke 👏 - we earned the #1 spot in JD Power's Purchase Experience Study yet again! Our Magenta Rockstars will always go the extra mile for you (yes, you) to make sure you're loving your entire #UnCarrier experience 😍",201,5,39,33,T-Mobile,1488892,12594,0.5794444444444444,0.28250000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0.0,3.0,3.0,0,3.0
263,2019-08-15 02:47:59,All the snaps for VP of Engineering Services &amp; QA @tweetgmc for being named a @fiercewireless 2019 Rising Star 🌟 Now let's get him the fan favorite Rising Star win 🗳️ https://t.co/iBic1cPqeN,57,0,1,5,T-Mobile,1488892,12594,0.7,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.0,1.0,0,1.0
264,2019-08-15 00:29:44,There's no better feeling than peeling the plastic film off a new device. #GeekyThingsAboutMe \n\n  🤓 if you agree\n🙅‍♀️ if you leave the plastic film alone,567,16,189,39,T-Mobile,1488892,12594,0.4772727272727273,-0.05681818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0.0,2.0,2.0,0,2.0
265,2019-08-14 20:04:58,"Friends may come and go but sisters are for a lifetime 👭\n\nMeet Brittny Tripicchio, a Team of Experts Coach from the Springfield Site. \n\nShe not only goes above and beyond as one of our rockstars, but took it to the next level when she became a mom to her sister. \n\n#WeAreTMobile",122,9,2,18,T-Mobile,1488892,12594,0.3666666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0.0,0.0,1.0,1.0,0,6.0
266,2019-08-14 15:35:32,"When we said we'll do *anything* for our customers... we meant it. For the greater good of customer scam protection, we're partnering with @ATT. Who says @TMobile doesn’t play well with others? 😂 https://t.co/f83h4i5Fho",286,7,45,39,T-Mobile,1488892,12594,0.55,0.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0.0,1.0,1.0,0,3.0
267,2019-08-13 22:02:37,How will you celebrate FREE @TacoBell?,58,7,28,8,T-Mobile,1488892,12594,0.8,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
268,2019-08-13 21:06:39,Breakfast? Lunch? Afternoon crunch? \n\nChoose between a FREE \nGrilled Breakfast Burrito 🌯\nCrunchy Nacho Cheese Doritos® Locos Taco 🌮\nMountain Dew® Baja Blast™️ Freeze 🥤\nfrom @TacoBell and #TMobileTuesdays.,128,6,14,23,T-Mobile,1488892,12594,0.8,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5,5.0,5.0,0,6.0
269,2019-08-13 20:00:01,Eye on the ball! Exclusive deals on @MLB tickets are up for grabs ⚾️ Head to the #TMobileTuesdays app to catch yours ⬇️,48,1,3,11,T-Mobile,1488892,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
270,2019-08-13 00:55:11,Honesty hour: when did you enter Mobile Adulthood aka when did your parents remove you from their family plan?,145,34,351,30,T-Mobile,1488892,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
271,2019-08-12 20:24:47,🧐 WHAT AN EPIC MATCHUP 🧐\n\nVote for your @overwatchleague MVP! Tweet their battletag or Twitter handle + #OWLMVP https://t.co/TDWptCz0Nd,63,2,8,15,T-Mobile,1488892,12594,0.4,0.125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0.0,2.0,2.0,0,3.0
272,2019-08-09 23:15:03,Vanessa Collins is from our Springfield Care Center. She shares with us her passion for fostering and her story of adoption.\n\nWe respect the awesome community of foster and adoptive parents like Vanessa all across the country\n\nSee more of her story here:\n\n#WeAreTMobile,128,10,6,28,T-Mobile,1488892,12594,0.5333333333333333,0.4666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
273,2019-08-09 19:22:00,"Can you guess how many towers &amp; cell sites we've built in the last 3 years? We'll give you a hint. 25,000. It's over 25,000. https://t.co/BbaoWMYjdi",24,6,15,0,T-Mobile,1488892,12594,0.2833333333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0
274,2019-08-09 19:00:01,"Towers on towers on towers...25,000+ towers &amp; cell sites built in the last 3 years to be exact. You know we won't stop! https://t.co/job6BhTTWb",325,22,115,61,T-Mobile,1488892,12594,0.15833333333333333,0.15625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
275,2019-08-09 00:17:39,"#TBT to @aboveandbeyond’s 🔥 performance at Group Therapy Weekender. Don’t worry, there are more awesome music benefits our customers can take advantage of. Find out more here: https://t.co/Drfm9xLCfw. https://t.co/SLw4HrgJ6t",127,2,3,18,T-Mobile,1488892,12594,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.0,1.0,0,1.0
276,2019-08-08 18:00:00,"We're super excited to announce the 2nd annual T-Mobile Changemaker Challenge, along with our partner @Ashoka!\n\nIf you’re between the ages of 13-23 years old &amp; US-based, we want to hear YOUR bright ideas on how to make a change in the world! \n\n#TMoChangemaker #MobilizeForGood",223,9,28,58,T-Mobile,1488892,12594,0.4833333333333333,0.33666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
277,2019-08-08 04:40:15,#GalaxyNote10 and #GalaxyNote10Plus Unboxed LIVE from @TMOTimesSquare!  https://t.co/Eu7PLKjUgG,526,17,242,191,T-Mobile,1488892,12594,0.5,0.17045454545454544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0
278,2019-08-08 03:34:31,Texting edition: where y’all sitting? 📱 https://t.co/uYcdisHB1a,178,43,96,29,T-Mobile,1488892,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.0,1.0,0,1.0
279,2019-08-08 01:51:10,The @SamsungMobileUS #GalaxyNote10 &amp; #GalaxyNote10Plus are here and you can bet our Product Guy @AskDes unboxed them!  Check it out! https://t.co/6oMQEzrHy2,454,36,53,138,T-Mobile,1488892,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
280,2019-08-07 03:23:24,The 🧠 of his @overwatchleague team and super healer @Twilight_OW is not playing around when it comes to being #OWLMVP Vote now! https://t.co/B9Fl9Gg7l6,146,1,5,9,T-Mobile,1488892,12594,0.6666666666666666,0.41666666666666663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,1.0,1.0,0,1.0
281,2019-08-07 00:01:54,That 🎶 festival state of mind w/ @ASenseofHuber! 💃🏼 🕺🏻   \n\nFrom the T-Mobile Main Stage to our Club Magenta viewing deck - we brought real fans closer to the music they 💖 all #Lolla long! #LollaWithUs https://t.co/WnIG35wXmX,164,5,8,18,T-Mobile,1488892,12594,0.3444444444444444,0.1013888888888889,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,2,2.0,2.0,0,5.0
282,2019-08-06 21:36:18,We kept it real at #Lolla w/ @SocialHouseTC before their surprise performance w/ @ArianaGrande from the T-Mobile Main Stage! 🤯 #LollaWithUs https://t.co/yfSbqa1znY,402,4,17,31,T-Mobile,1488892,12594,0.31666666666666665,0.20416666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,1.0,1.0,0,1.0
283,2019-08-06 20:00:01,You know what makes the summer commute better?\nGetting $0.10 off per gallon from @Shell_OnTheRoad and #TMobileTuesdays.,87,5,9,12,T-Mobile,1488892,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
284,2019-08-06 19:00:22,We're always a sucker for the Jonas Brothers 🍭 We have to ask… favorite throwback?,118,5,52,38,T-Mobile,1488892,12594,0.9,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.0,1.0,0,2.0
285,2019-08-06 11:00:00,Happiness begins on #TMobileTuesdays ✨ Retweet to enter to win a trip to Las Vegas and 2 tickets to see @jonasbrothers in concert! 😎,4552,1420,2237,14071,T-Mobile,1488892,12594,0.30000000000000004,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2.0,2.0,0,2.0
286,2019-08-05 18:35:01,"An @overwatchleague dominant force to be reckoned with, damage beast @Sinatraa never disappoints 💪🏼 Don't forget to vote for your #OWLMVP https://t.co/ue4922A6IC",108,0,4,8,T-Mobile,1488892,12594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
287,2019-08-05 18:35:00,"As the ultimate tank in his @overwatchleague team, @Guxue5 will never back down 🔥 Remember to vote for your #OWLMVP https://t.co/U3NDg7i0em",119,0,5,7,T-Mobile,1488892,12594,0.42962962962962964,-0.051851851851851864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.0,1.0,0,1.0
288,2019-08-05 18:35:00,"With twin fusion cannons and a thirst for @overwatchleague combat, @JJANU_OW is an epic contender for #OWLMVP Cast your vote now! https://t.co/DAJunoMvRg",112,1,4,9,T-Mobile,1488892,12594,0.4,0.125,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.0
289,2019-08-05 18:35:00,Equally powered in armor as well as sarcasm @overwatchleague @super_OW is in the building 👾 Who will get your vote for #OWLMVP? https://t.co/Mp5oM1xbFx,141,2,5,7,T-Mobile,1488892,12594,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.0,1.0,0,1.0
290,2019-08-03 20:15:49,Our customers are always on the list at Club Magenta. 😉🎉\n\nWe fest with the best! 🙌🏻 #LollaWithUs #Lolla https://t.co/ZseJXNbiEe,139,2,18,10,T-Mobile,1488892,12594,0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2.0,2.0,0,2.0
